1.870000000000000000e+02 8.800000000000000000e+01 1.000000000000000000e+00
1.700000000000000000e+02 1.020000000000000000e+02 1.000000000000000000e+00
1.640000000000000000e+02 1.160000000000000000e+02 1.000000000000000000e+00
1.720000000000000000e+02 1.610000000000000000e+02 1.000000000000000000e+00
2.030000000000000000e+02 1.240000000000000000e+02 1.000000000000000000e+00
1.830000000000000000e+02 1.240000000000000000e+02 1.000000000000000000e+00
1.590000000000000000e+02 1.400000000000000000e+02 1.000000000000000000e+00
1.570000000000000000e+02 1.350000000000000000e+02 1.000000000000000000e+00
1.360000000000000000e+02 1.280000000000000000e+02 1.000000000000000000e+00
1.410000000000000000e+02 8.000000000000000000e+01 1.000000000000000000e+00
1.230000000000000000e+02 9.800000000000000000e+01 1.000000000000000000e+00
1.270000000000000000e+02 1.350000000000000000e+02 1.000000000000000000e+00
1.250000000000000000e+02 1.520000000000000000e+02 1.000000000000000000e+00
1.350000000000000000e+02 1.630000000000000000e+02 1.000000000000000000e+00
1.700000000000000000e+02 1.540000000000000000e+02 1.000000000000000000e+00
1.950000000000000000e+02 1.500000000000000000e+02 1.000000000000000000e+00
2.360000000000000000e+02 1.190000000000000000e+02 1.000000000000000000e+00
2.320000000000000000e+02 1.040000000000000000e+02 1.000000000000000000e+00
1.980000000000000000e+02 9.000000000000000000e+01 1.000000000000000000e+00
1.920000000000000000e+02 1.120000000000000000e+02 1.000000000000000000e+00
2.120000000000000000e+02 9.500000000000000000e+01 1.000000000000000000e+00
2.020000000000000000e+02 6.800000000000000000e+01 1.000000000000000000e+00
1.610000000000000000e+02 8.200000000000000000e+01 1.000000000000000000e+00
1.260000000000000000e+02 1.200000000000000000e+02 1.000000000000000000e+00
1.000000000000000000e+02 1.430000000000000000e+02 1.000000000000000000e+00
1.170000000000000000e+02 1.840000000000000000e+02 1.000000000000000000e+00
1.410000000000000000e+02 1.890000000000000000e+02 1.000000000000000000e+00
1.690000000000000000e+02 1.850000000000000000e+02 1.000000000000000000e+00
1.690000000000000000e+02 1.670000000000000000e+02 1.000000000000000000e+00
2.200000000000000000e+02 1.560000000000000000e+02 1.000000000000000000e+00
1.880000000000000000e+02 1.750000000000000000e+02 1.000000000000000000e+00
2.170000000000000000e+02 1.640000000000000000e+02 1.000000000000000000e+00
2.140000000000000000e+02 1.320000000000000000e+02 1.000000000000000000e+00
2.670000000000000000e+02 7.100000000000000000e+01 2.000000000000000000e+00
3.150000000000000000e+02 7.400000000000000000e+01 2.000000000000000000e+00
2.980000000000000000e+02 8.300000000000000000e+01 2.000000000000000000e+00
3.090000000000000000e+02 1.010000000000000000e+02 2.000000000000000000e+00
2.870000000000000000e+02 1.090000000000000000e+02 2.000000000000000000e+00
2.680000000000000000e+02 1.360000000000000000e+02 2.000000000000000000e+00
2.550000000000000000e+02 1.470000000000000000e+02 2.000000000000000000e+00
3.020000000000000000e+02 1.720000000000000000e+02 2.000000000000000000e+00
2.490000000000000000e+02 1.780000000000000000e+02 2.000000000000000000e+00
2.930000000000000000e+02 1.510000000000000000e+02 2.000000000000000000e+00
3.110000000000000000e+02 1.100000000000000000e+02 2.000000000000000000e+00
2.750000000000000000e+02 1.090000000000000000e+02 2.000000000000000000e+00
2.600000000000000000e+02 7.600000000000000000e+01 2.000000000000000000e+00
2.420000000000000000e+02 8.000000000000000000e+01 2.000000000000000000e+00
2.400000000000000000e+02 2.080000000000000000e+02 2.000000000000000000e+00
2.880000000000000000e+02 2.060000000000000000e+02 2.000000000000000000e+00
2.650000000000000000e+02 2.190000000000000000e+02 2.000000000000000000e+00
1.950000000000000000e+02 1.890000000000000000e+02 2.000000000000000000e+00
1.830000000000000000e+02 2.130000000000000000e+02 2.000000000000000000e+00
1.400000000000000000e+02 2.150000000000000000e+02 2.000000000000000000e+00
1.020000000000000000e+02 2.490000000000000000e+02 2.000000000000000000e+00
9.800000000000000000e+01 2.260000000000000000e+02 2.000000000000000000e+00
1.270000000000000000e+02 2.480000000000000000e+02 2.000000000000000000e+00
1.540000000000000000e+02 2.110000000000000000e+02 2.000000000000000000e+00
1.640000000000000000e+02 2.310000000000000000e+02 2.000000000000000000e+00
1.460000000000000000e+02 2.330000000000000000e+02 2.000000000000000000e+00
1.710000000000000000e+02 2.560000000000000000e+02 2.000000000000000000e+00
1.930000000000000000e+02 2.180000000000000000e+02 2.000000000000000000e+00
2.040000000000000000e+02 2.380000000000000000e+02 2.000000000000000000e+00
2.210000000000000000e+02 2.380000000000000000e+02 2.000000000000000000e+00
2.190000000000000000e+02 2.600000000000000000e+02 2.000000000000000000e+00
2.610000000000000000e+02 2.530000000000000000e+02 2.000000000000000000e+00
2.660000000000000000e+02 2.270000000000000000e+02 2.000000000000000000e+00
2.880000000000000000e+02 2.200000000000000000e+02 2.000000000000000000e+00
3.030000000000000000e+02 2.030000000000000000e+02 2.000000000000000000e+00
3.060000000000000000e+02 2.060000000000000000e+02 2.000000000000000000e+00
3.040000000000000000e+02 2.370000000000000000e+02 2.000000000000000000e+00
